rank;word;freq;#texts;%caps;blog;web;TVM;spok;fic;mag;news;acad;blogPM;webPM;TVMPM;spokPM;ficPM;magPM;newsPM;acadPM
1934;recognize;50674;36009;0,02;7016;6897;4597;5910;5579;6043;4316;10316;56,47;53,63;35,89;46,85;47,15;47,93;35,45;86,12
1935;indian;50633;15890;0,99;3098;4498;2904;2632;4924;6523;7290;18763;24,93;34,97;22,67;20,87;41,62;51,73;59,88;156,63
1936;waste;50599;26566;0,07;7876;7024;6196;3266;4562;6759;5071;9845;63,39;54,61;48,38;25,89;38,56;53,60;41,65;82,19
1937;classes;50595;26061;0,03;6332;6918;2037;2154;3139;5619;8644;15752;50,96;53,79;15,90;17,08;26,53;44,56;71,00;131,50
1938;matters;50521;35200;0,05;8312;8639;4645;5286;4131;6412;5095;7998;66,90;67,17;36,27;41,91;34,91;50,85;41,85;66,77
1939;border;50492;20990;0,09;3624;5087;2258;13075;3007;7226;10236;5979;29,17;39,55;17,63;103,66;25,41;57,31;84,08;49,91
1940;alternative;50471;30570;0,06;7509;7666;1309;4064;1142;7678;6062;15041;60,43;59,61;10,22;32,22;9,65;60,89;49,79;125,56
1941;facebook;50401;19994;0,94;15772;14096;766;4192;408;8116;5794;1242;126,93;109,60;5,98;33,23;3,45;64,37;47,59;10,37
1942;match;50381;31579;0,05;6816;6969;6927;3849;5423;8418;7651;4328;54,86;54,19;54,09;30,51;45,83;66,76;62,85;36,13
1943;institutions;50377;21618;0,03;5008;6981;341;3445;338;5891;5379;22994;40,30;54,28;2,66;27,31;2,86;46,72;44,18;191,95
1944;bet;50349;31727;0,09;7257;5010;17486;5921;7003;3904;3203;561;58,40;38,95;136,53;46,94;59,19;30,96;26,31;4,68
1945;rain;50323;24498;0,11;4078;5184;5637;4694;15141;7287;5756;2542;32,82;40,31;44,01;37,21;127,96;57,79;47,28;21,22
1946;victory;50290;29505;0,07;6758;6902;2849;6282;2084;6845;15191;3377;54,39;53,66;22,24;49,80;17,61;54,29;124,78;28,19
1947;winning;50270;32571;0,06;8491;7001;3553;6140;1743;6548;14244;2548;68,34;54,43;27,74;48,68;14,73;51,93;117,00;21,27
1948;sees;50217;31949;0,02;4838;5397;4353;4629;13103;6173;7011;4713;38,94;41,96;33,99;36,70;110,74;48,96;57,59;39,34
1949;opportunities;50213;30459;0,03;7053;7039;873;3120;864;6643;6321;18299;56,76;54,73;6,82;24,74;7,30;52,68;51,92;152,76
1950;providing;50210;34284;0,04;7466;8605;575;3366;995;6350;6081;16763;60,09;66,91;4,49;26,69;8,41;50,36;49,95;139,94
1951;busy;50195;36216;0,04;6430;5094;12072;4795;9240;5683;5101;1737;51,75;39,61;94,26;38,01;78,09;45,07;41,90;14,50
1952;ben;50170;15978;0,98;4100;5217;12851;5316;10440;4789;6038;1419;33,00;40,56;100,34;42,15;88,23;37,98;49,60;11,85
1953;carried;50169;34545;0,01;3933;6877;2332;3978;12361;6552;5978;8158;31,65;53,47;18,21;31,54;104,47;51,96;49,10;68,10
1954;google;50143;14923;0,93;18482;14656;545;1910;395;8489;3913;1732;148,74;113,95;4,26;15,14;3,34;67,32;32,14;14,46
1955;victims;50089;24653;0,04;6072;5987;4439;9790;2133;6251;9806;5610;48,87;46,55;34,66;77,61;18,03;49,58;80,55;46,83
1956;fox;50042;19324;0,88;6492;6575;2283;12367;2516;6754;9070;2482;52,25;51,12;17,83;98,05;21,26;53,56;74,50;20,72
1957;stress;50001;23579;0,06;5237;6331;2573;4144;1658;9444;4156;16453;42,15;49,23;20,09;32,85;14,01;74,90;34,14;137,35
1958;score;49993;23982;0,07;6373;6955;3422;2355;1936;6159;7987;14806;51,29;54,08;26,72;18,67;16,36;48,85;65,61;123,60
1959;breath;49989;27994;0,02;3189;4577;5948;2301;26627;4012;2059;1270;25,67;35,59;46,44;18,24;225,04;31,82;16,91;10,60
1960;harry;49987;14799;0,99;2966;8026;7988;8488;12589;4167;4248;1496;23,87;62,40;62,37;67,29;106,40;33,05;34,89;12,49
1961;bus;49939;22024;0,07;5920;4693;8097;4845;10636;4629;8060;3056;47,64;36,49;63,22;38,41;89,89;36,71;66,21;25,51
1962;allows;49919;36084;0,01;8549;8874;1020;3089;1041;9727;6262;11357;68,80;69,00;7,96;24,49;8,80;77,14;51,44;94,81
1963;ultimately;49912;36307;0,18;7799;7754;1081;7273;1266;8081;6602;10056;62,77;60,29;8,44;57,66;10,70;64,09;54,23;83,95
1964;unfortunately;49893;37443;0,67;10854;8802;4900;7424;2822;6229;3580;5281;87,35;68,44;38,26;58,86;23,85;49,40;29,41;44,09
1965;begins;49863;34534;0,03;4540;6788;2313;5287;8245;8321;7888;6480;36,54;52,78;18,06;41,92;69,68;65,99;64,79;54,09
1966;youth;49847;24222;0,17;5046;6207;2082;3056;4229;6115;8682;14429;40,61;48,26;16,26;24,23;35,74;48,50;71,31;120,45
1967;businesses;49841;26667;0,04;9894;7906;611;5719;664;7377;12756;4914;79,63;61,47;4,77;45,34;5,61;58,51;104,78;41,02
1968;core;49811;28314;0,11;8135;7587;2199;3463;2038;8809;5058;12521;65,47;58,99;17,17;27,45;17,22;69,86;41,55;104,52
1969;gift;49750;28678;0,08;6340;6721;9088;4303;6730;7546;5300;3720;51,02;52,26;70,96;34,11;56,88;59,85;43,53;31,05
1970;connection;49739;32799;0,05;6784;8531;4102;5204;3548;7092;5645;8831;54,60;66,33;32,03;41,26;29,99;56,25;46,37;73,72
1971;fly;49696;28950;0,08;4684;4832;10019;5467;7968;8617;5977;2132;37,70;37,57;78,23;43,34;67,34;68,34;49,10;17,80
1972;aid;49661;25028;0,09;5283;7175;1578;7083;2009;6458;9100;10974;42,52;55,79;12,32;56,15;16,98;51,22;74,75;91,61
1973;educational;49650;20375;0,15;4176;5189;387;1599;452;4016;4237;29594;33,61;40,35;3,02;12,68;3,82;31,85;34,80;247,05
1974;larry;49632;14403;0,99;2136;2228;6291;23092;4086;3624;6819;1020;17,19;17,32;49,12;183,07;34,53;28,74;56,01;8,51
1975;neck;49609;27294;0,04;2746;3650;6730;3165;21206;5412;3156;3543;22,10;28,38;52,55;25,09;179,22;42,92;25,92;29,58
1976;comfortable;49595;35989;0,01;6839;5843;5691;6092;5885;9313;6249;3683;55,04;45,43;44,44;48,30;49,74;73,86;51,33;30,75
1977;increasing;49557;32296;0,04;6867;7465;622;2941;1101;7193;5779;17589;55,27;58,04;4,86;23,32;9,31;57,05;47,47;146,83
1978;forest;49549;18536;0,34;2852;4020;2935;2317;8278;10972;8431;9744;22,95;31,26;22,92;18,37;69,96;87,02;69,25;81,34
1979;mayor;49524;18991;0,48;4468;3707;5123;11852;2807;3462;16765;1340;35,96;28,82;40,00;93,96;23,72;27,46;137,71;11,19
1980;useful;49507;31338;0,03;9306;9950;1997;2065;2915;6934;2812;13528;74,90;77,36;15,59;16,37;24,64;54,99;23,10;112,93
1981;noticed;49490;34266;0,01;7198;6098;5561;4207;15587;5177;3571;2091;57,93;47,41;43,42;33,35;131,73;41,06;29,33;17,46
1982;boat;49485;18493;0,06;3203;3926;9499;3982;10824;10959;5337;1754;25,78;30,53;74,17;31,57;91,48;86,91;43,84;14,64
1983;chairman;49469;27018;0,33;3465;5307;1244;12187;1072;6821;16664;2709;27,89;41,26;9,71;96,62;9,06;54,10;136,88;22,61
1984;digital;49469;19588;0,18;7890;8294;919;1890;1317;11154;8615;9389;63,50;64,49;7,18;14,98;11,13;88,46;70,76;78,38
1985;grade;49468;22170;0,13;5075;4909;4217;3433;4219;4416;7017;16178;40,84;38,17;32,93;27,22;35,66;35,02;57,64;135,05
1986;japanese;49459;15908;0,99;4682;5417;1964;5220;3657;8606;9568;10343;37,68;42,12;15,33;41,38;30,91;68,25;78,59;86,34
1987;entirely;49396;35580;0,01;9286;8698;2341;3839;6389;7622;4122;7099;74,73;67,63;18,28;30,44;54,00;60,45;33,86;59,26
1988;selling;49361;32110;0,04;8178;6206;4960;6263;3357;7965;9811;2619;65,82;48,25;38,73;49,65;28,37;63,17;80,59;21,86
1989;tools;49359;27536;0,07;8895;8729;1828;2254;2714;9645;3628;11666;71,59;67,87;14,27;17,87;22,94;76,49;29,80;97,39
1990;operation;49354;28168;0,14;4617;6723;4751;7879;2868;6744;7610;8160;37,16;52,27;37,10;62,46;24,24;53,49;62,51;68,12
1991;explained;49339;32787;0,01;6256;6990;1412;2300;9331;7019;4890;11141;50,35;54,35;11,02;18,23;78,86;55,67;40,17;93,00
1992;equal;49320;29342;0,06;7960;9772;1783;3923;2087;6498;5004;12292;64,06;75,98;13,92;31,10;17,64;51,53;41,10;102,61
1993;russian;49304;16510;0,99;3164;3841;3121;9872;3678;8021;9890;7716;25,46;29,86;24,37;78,26;31,08;63,61;81,24;64,41
1994;pages;49269;28857;0,10;8820;10829;1708;3296;5747;7939;5469;5461;70,98;84,20;13,34;26,13;48,57;62,96;44,92;45,59
1995;lights;49245;27640;0,10;4249;4028;6787;3223;16985;6658;5910;1404;34,20;31,32;52,99;25,55;143,55;52,80;48,55;11,72
1996;village;49226;21094;0,25;3378;4326;4066;3221;10091;6903;10115;7126;27,19;33,64;31,75;25,54;85,28;54,75;83,09;59,49
1997;williams;49179;18649;1,00;3854;4361;2184;7330;1584;7774;17160;4860;31,02;33,91;17,05;58,11;13,39;61,65;140,95;40,57
1998;sample;49159;17533;0,07;3230;4762;2264;1388;1247;3707;2031;30528;26,00;37,03;17,68;11,00;10,54;29,40;16,68;254,85
1999;stands;49137;32695;0,02;5235;5451;2633;4714;12384;7314;7007;4399;42,13;42,38;20,56;37,37;104,66;58,01;57,56;36,72
2000;england;49114;26029;0,99;4960;6771;3180;4551;4162;9998;7689;7773;39,92;52,65;24,83;36,08;35,18;79,29;63,16;64,89
2001;adult;49082;27375;0,08;6168;6862;2760;4239;3225;7173;6167;12487;49,64;53,35;21,55;33,61;27,26;56,89;50,66;104,24
2002;identify;49061;31138;0,03;5116;7028;2123;3608;1824;6451;4260;18651;41,17;54,64;16,58;28,60;15,42;51,16;34,99;155,70
2003;owner;49004;30828;0,05;6641;7034;3062;3715;4540;7432;13863;2717;53,45;54,69;23,91;29,45;38,37;58,94;113,87;22,68
2004;lies;48959;30738;0,05;8836;8227;4759;3720;5955;7868;3797;5796;71,11;63,97;37,16;29,49;50,33;62,40;31,19;48,38
2005;specifically;48953;33536;0,16;8044;7947;1671;6344;1256;4739;3415;15535;64,74;61,79;13,05;50,30;10,62;37,58;28,05;129,68
2006;shoulder;48861;26218;0,02;2431;3377;3109;2203;25136;6153;4809;1639;19,56;26,26;24,27;17,47;212,44;48,80;39,50;13,68
2007;cast;48815;31086;0,05;6860;8227;3028;4928;6171;7987;8113;3493;55,21;63,97;23,64;39,07;52,15;63,34;66,64;29,16
2008;walls;48734;28409;0,04;3132;4140;3364;2355;16099;9297;6207;4139;25,21;32,19;26,27;18,67;136,06;73,73;50,98;34,55
2009;scores;48733;17410;0,05;3028;4206;1195;1669;857;4128;6374;27274;24,37;32,70;9,33;13,23;7,24;32,74;52,36;227,68
2010;bringing;48712;39071;0,05;6619;6360;6041;7783;5247;6204;6223;4232;53,27;49,45;47,17;61,70;44,35;49,20;51,12;35,33
2011;boston;48708;24719;1,00;4173;5186;2767;6880;3561;8733;13023;4384;33,58;40,32;21,60;54,54;30,10;69,26;106,97;36,60
2012;lying;48688;29804;0,05;5989;5586;11444;5721;12125;3814;2651;1354;48,20;43,43;89,35;45,36;102,47;30,25;21,78;11,30
2013;understood;48645;32259;0,04;5181;6728;4135;3763;10343;4926;2751;10816;41,70;52,31;32,29;29,83;87,41;39,07;22,60;90,29
2014;soviet;48591;12404;0,99;2242;3438;1352;11602;1199;7420;9915;11422;18,04;26,73;10,56;91,98;10,13;58,85;81,44;95,35
2015;proposed;48566;27892;0,03;4902;7909;832;3780;1084;6075;9838;14145;39,45;61,49;6,50;29,97;9,16;48,18;80,81;118,08
2016;fan;48550;29015;0,07;11986;8492;4976;4897;3325;5938;6883;2029;96,46;66,03;38,85;38,82;28,10;47,09;56,54;16,94
2017;determined;48519;34908;0,02;4837;7781;1820;4370;4682;6305;6003;12720;38,93;60,50;14,21;34,65;39,57;50,00;49,31;106,19
2018;guide;48392;30955;0,25;5533;7765;2395;2381;3534;11358;5639;9787;44,53;60,37;18,70;18,88;29,87;90,08;46,32;81,70
2019;coverage;48364;22355;0,03;8133;7693;758;9429;595;6820;8966;5970;65,45;59,81;5,92;74,75;5,03;54,09;73,65;49,84
2020;hole;48355;25447;0,08;4314;5189;7704;3176;10002;10267;5372;2327;34,72;40,35;60,15;25,18;84,53;81,43;44,13;19,43
2021;fingers;48334;26310;0,03;2712;3496;4294;2138;27348;4689;2417;1240;21,83;27,18;33,53;16,95;231,13;37,19;19,85;10,35
2022;ring;48322;24620;0,12;4031;4770;10738;4051;10950;6809;4500;2217;32,44;37,09;83,84;32,12;92,54;54,00;36,96;18,51
2023;valley;48322;22733;0,73;3807;4423;2579;2888;5545;10629;14068;4383;30,64;34,39;20,14;22,90;46,86;84,30;115,56;36,59
2024;managed;48291;34239;0,02;6743;6324;2582;3856;10143;7442;6168;5033;54,27;49,17;20,16;30,57;85,72;59,02;50,66;42,02
2025;henry;48248;17837;0,99;2487;4107;8087;5126;9987;7052;6679;4632;20,02;31,93;63,14;40,64;84,41;55,93;54,86;38,67
2026;apply;48236;30278;0,05;8078;11518;1621;3642;1446;7586;4592;9753;65,01;89,56;12,66;28,87;12,22;60,16;37,72;81,42
2027;location;48188;29488;0,08;6679;8468;4227;2925;2516;7336;7157;8879;53,75;65,84;33,00;23,19;21,26;58,18;58,79;74,12
2028;farm;48171;21154;0,20;5320;5564;4120;3402;6784;8448;9562;4969;42,82;43,26;32,17;26,97;57,34;67,00;78,54;41,48
2029;cuts;48140;24583;0,03;8276;8363;1587;9684;2938;6277;8853;2162;66,61;65,02;12,39;76,77;24,83;49,78;72,72;18,05
2030;o;48131;18545;0,58;4332;7570;5819;1618;11045;3993;5532;8171;34,86;58,86;45,43;12,83;93,35;31,67;45,44;68,21
2031;taste;48112;28428;0,06;4907;4875;6655;3452;6843;10045;8941;2392;39,49;37,90;51,96;27,37;57,83;79,66;73,44;19,97
2032;elements;48110;26712;0,04;5456;10050;1189;3023;1492;7153;3596;16151;43,91;78,14;9,28;23,97;12,61;56,73;29,54;134,83
2033;expression;48093;23313;0,02;4049;8587;1449;1755;11455;3860;2088;14850;32,59;66,77;11,31;13,91;96,81;30,61;17,15;123,97
2034;carolina;48078;22106;1,00;4322;5065;837;9637;1838;7951;12899;5521;34,78;39,38;6,54;76,40;15,53;63,06;105,95;46,09
2035;figures;48016;30905;0,08;4843;5677;1910;3621;4081;7649;8313;11919;38,98;44,14;14,91;28,71;34,49;60,66;68,28;99,50
2036;blame;47985;30676;0,04;10167;7662;7042;7042;4554;4127;5233;2158;81,82;59,57;54,98;55,83;38,49;32,73;42,98;18,01
2037;photos;47981;26296;0,16;10862;7947;3257;3677;3479;10224;6269;2266;87,42;61,79;25,43;29,15;29,40;81,08;51,49;18,92
2038;bodies;47973;27466;0,03;4739;6228;5235;4420;9041;7291;4273;6745;38,14;48,42;40,87;35,04;76,41;57,82;35,10;56,31
2039;careful;47897;34953;0,10;4473;4728;12637;5673;7801;4984;3138;4459;36,00;36,76;98,67;44,98;65,93;39,53;25,78;37,22
2040;hang;47812;32000;0,21;4253;3696;18928;4565;6782;5226;3481;880;34,23;28,74;147,79;36,19;57,32;41,45;28,59;7,35
2041;unidentified;47749;10414;0,94;273;449;533;44718;256;420;653;447;2,20;3,49;4,16;354,52;2,16;3,33;5,36;3,73
2042;discuss;47732;34907;0,03;7024;6993;4953;6141;3187;4540;6506;8388;56,53;54,37;38,67;48,69;26,93;36,01;53,44;70,02
2043;domestic;47727;23933;0,07;5359;6094;1134;5985;1528;6296;7316;14015;43,13;47,38;8,85;47,45;12,91;49,93;60,09;117,00
2044;shoes;47706;25977;0,05;5367;4058;8626;4345;12616;7133;4285;1275;43,19;31,55;67,35;34,45;106,62;56,57;35,20;10,64
2045;pointed;47696;32844;0,00;6318;5805;1124;4976;13906;5218;4696;5650;50,85;45,14;8,78;39,45;117,53;41,38;38,57;47,17
2046;ass;47690;19780;0,04;5559;3855;28586;743;6988;1409;303;247;44,74;29,97;223,20;5,89;59,06;11,17;2,49;2,06
2047;testing;47620;23639;0,08;5506;5868;2444;4314;1679;7701;5969;14137;44,31;45,63;19,08;34,20;14,19;61,07;49,03;118,01
2048;faces;47572;33687;0,04;4367;5001;3448;4928;12149;6332;7663;3684;35,15;38,88;26,92;39,07;102,68;50,22;62,94;30,75
2049;soft;47571;30098;0,05;3253;4058;3578;2828;15373;9722;5009;3749;26,18;31,55;27,94;22,42;129,93;77,10;41,14;31,30
2050;quarter;47567;26628;0,07;6987;6326;2711;4513;3743;6800;13322;3165;56,23;49,19;21,17;35,78;31,63;53,93;109,43;26,42
2051;markets;47560;21942;0,06;7393;6745;461;5142;622;8288;9214;9695;59,50;52,44;3,60;40,77;5,26;65,73;75,68;80,93
2052;wood;47531;22663;0,27;3170;4138;3254;2276;9999;11837;6743;6114;25,51;32,17;25,41;18,04;84,51;93,88;55,39;51,04
2053;universe;47411;18031;0,14;8069;10878;4927;2127;4803;9270;2046;5290;64,94;84,58;38,47;16,86;40,59;73,52;16,81;44,16
2054;german;47392;18917;0,99;4515;6053;2534;3210;4682;8407;7378;10613;36,34;47,06;19,79;25,45;39,57;66,67;60,60;88,60
2055;dear;47261;24491;0,35;5149;5191;16073;2591;10938;4030;2169;1112;41,44;40,36;125,50;20,54;92,44;31,96;17,82;9,28
2056;massive;47175;32911;0,04;8555;7493;2251;5505;4229;8863;5867;4412;68,85;58,26;17,58;43,64;35,74;70,29;48,19;36,83
2057;honest;47172;31976;0,05;9832;7628;9141;7204;4262;3912;3466;1727;79,13;59,31;71,37;57,11;36,02;31,03;28,47;14,42
2058;chicken;47161;19284;0,15;3785;4044;7680;3476;5640;11514;9825;1174;30,46;31,44;59,97;27,56;47,67;91,31;80,70;9,80
2059;gain;47151;32708;0,02;7909;8402;1933;3625;1962;7370;6004;9945;63,65;65,33;15,09;28,74;16,58;58,45;49,32;83,02
2060;northern;47107;25994;0,45;3829;5309;1097;5870;2443;9124;10474;8960;30,82;41,28;8,57;46,54;20,65;72,36;86,03;74,80
2061;era;46925;29117;0,18;6318;6302;1062;4018;1658;8066;10964;8496;50,85;49,00;8,29;31,85;14,01;63,97;90,06;70,92
2062;excellent;46883;32978;0,18;9204;8576;6113;3413;3121;6836;4791;4826;74,07;66,68;47,73;27,06;26,38;54,21;39,35;40,29
2063;highest;46821;32976;0,02;6146;7446;1706;4608;1792;7088;7219;10816;49,46;57,89;13,32;36,53;15,15;56,21;59,30;90,29
2064;sugar;46807;17843;0,14;3990;3961;4698;2709;4349;15744;9593;1761;32,11;30,80;36,68;21,48;36,76;124,86;78,80;14,70
2065;supply;46795;26919;0,05;7438;7077;2325;3486;2793;8486;5899;9290;59,86;55,03;18,15;27,64;23,61;67,30;48,45;77,55
2066;houston;46790;17028;1,00;2773;2881;1427;4171;1144;4883;27920;1588;22,32;22,40;11,14;33,07;9,67;38,73;229,34;13,26
2067;respond;46765;33156;0,01;6697;6511;2198;7941;3786;5893;5319;8419;53,90;50,62;17,16;62,96;32,00;46,74;43,69;70,28
2068;enter;46752;33610;0,11;6349;8933;3614;3164;5571;7369;5321;6431;51,10;69,46;28,22;25,08;47,08;58,44;43,71;53,69
2069;urban;46752;21792;0,19;5025;4764;737;2685;1007;6806;8695;17033;40,44;37,04;5,75;21,29;8,51;53,98;71,42;142,19
2070;jewish;46744;13773;0,99;7396;8755;2298;4565;3168;4637;6674;9250;59,52;68,07;17,94;36,19;26,77;36,77;54,82;77,22
2071;yours;46737;29630;0,08;5423;4453;22107;3559;7465;2409;836;483;43,64;34,62;172,61;28,22;63,09;19,11;6,87;4,03
2072;germany;46720;19957;0,99;5772;6249;1731;5608;1730;7196;9125;9301;46,45;48,59;13,52;44,46;14,62;57,07;74,95;77,64
2073;buying;46714;30992;0,05;9527;6946;4156;5571;2926;8193;7783;1612;76,67;54,01;32,45;44,17;24,73;64,98;63,93;13,46
2074;dogs;46661;19743;0,09;5824;5318;7032;4516;9293;6994;5714;1968;46,87;41,35;54,91;35,80;78,54;55,47;46,94;16,43
2075;operations;46654;26300;0,08;4838;7010;1346;4787;1404;6799;11041;9429;38,94;54,50;10,51;37,95;11,87;53,92;90,69;78,71
2076;liberal;46625;20450;0,10;10687;8586;537;7134;643;5276;5448;8314;86,01;66,76;4,19;56,56;5,43;41,84;44,75;69,40
2077;draw;46608;34055;0,04;6237;6172;4523;4446;5379;7609;6282;5960;50,20;47,99;35,32;35,25;45,46;60,35;51,60;49,75
2078;email;46575;23058;0,12;16049;13872;912;2531;847;5512;4942;1905;129,16;107,86;7,12;20,07;7,16;43,71;40,59;15,90
2079;funding;46537;23895;0,05;7830;6937;798;4902;561;6214;9205;10086;63,02;53,94;6,23;38,86;4,74;49,28;75,61;84,20
2080;fix;46519;30181;0,08;7693;6703;10872;5678;4552;5489;4117;1415;61,91;52,12;84,89;45,02;38,47;43,53;33,82;11,81
2081;artists;46515;18385;0,09;5371;5486;1560;2660;1580;12307;9344;8207;43,23;42,65;12,18;21,09;13,35;97,60;76,75;68,51
2082;ends;46464;34675;0,02;6434;7748;4388;4121;4626;7900;6149;5096;51,78;60,24;34,26;32,67;39,10;62,65;50,51;42,54
2083;february;46449;27664;1,00;6086;8409;874;4474;1719;8920;8700;7264;48,98;65,38;6,82;35,47;14,53;70,74;71,46;60,64
2084;illegal;46429;23194;0,04;7616;8140;3328;8746;1675;4362;8514;4048;61,29;63,29;25,98;69,34;14,16;34,59;69,93;33,79
2085;answers;46425;31510;0,06;6913;7873;4419;6424;4753;5533;4208;6302;55,64;61,21;34,50;50,93;40,17;43,88;34,56;52,61
2086;prime;46411;26631;0,41;4823;5400;2361;10728;2031;6847;9446;4771;38,82;41,99;18,43;85,05;17,17;54,30;77,59;39,83
2087;significantly;46404;24162;0,03;4604;5668;218;1546;423;4769;3101;26075;37,05;44,07;1,70;12,26;3,57;37,82;25,47;217,67
2088;experienced;46402;32087;0,02;6817;6835;1539;3136;3049;6578;4938;13509;54,86;53,14;12,02;24,86;25,77;52,17;40,56;112,77
2089;humans;46277;20524;0,09;7817;8590;4183;2170;5590;8167;2653;7107;62,91;66,79;32,66;17,20;47,24;64,77;21,79;59,33
2090;roll;46264;30188;0,16;4410;4793;8667;5792;6745;8367;6005;1483;35,49;37,27;67,67;45,92;57,01;66,36;49,33;12,38
2091;tea;46245;20205;0,28;7248;6129;5860;4028;10393;6557;4753;1275;58,33;47,65;45,75;31,93;87,84;52,00;39,04;10,64
2092;moments;46238;31840;0,07;5854;5760;2856;7586;9059;6418;5365;3340;47,11;44,79;22,30;60,14;76,56;50,90;44,07;27,88
2093;keeps;46226;35525;0,03;6289;5815;6816;5266;6420;8076;5843;1701;50,61;45,21;53,22;41,75;54,26;64,05;47,99;14,20
2094;eastern;46205;26288;0,62;3789;5096;1139;7630;2174;7845;8448;10083;30,49;39,62;8,89;60,49;18,37;62,22;69,39;84,17
2095;housing;46202;19595;0,13;6449;6385;810;4853;1312;6079;14128;6185;51,90;49,64;6,32;38,47;11,09;48,21;116,05;51,63
2096;hoping;46179;35973;0,04;6781;5300;7804;7204;8027;4233;5679;1151;54,57;41,21;60,93;57,11;67,84;33,57;46,65;9,61
2097;democracy;46084;17798;0,14;6934;6376;955;7279;545;4761;5434;13800;55,81;49,57;7,46;57,71;4,61;37,76;44,64;115,20
2098;canada;46067;20172;0,99;5923;5774;1653;4256;1397;7361;6477;13063;47,67;44,89;12,91;33,74;11,81;58,38;53,20;109,05
2099;believes;46060;33558;0,00;6931;6452;2463;8234;1688;7487;8870;3935;55,78;50,17;19,23;65,28;14,27;59,38;72,86;32,85
2100;largely;46007;33155;0,01;5991;6198;252;3337;1032;8318;8312;12567;48,22;48,19;1,97;26,46;8,72;65,97;68,28;104,91
2101;gender;45977;14236;0,10;6049;5625;521;2221;860;3656;2604;24441;48,68;43,74;4,07;17,61;7,27;28,99;21,39;204,03
2102;fuel;45931;18492;0,05;7539;6408;2320;4292;2284;10491;6829;5766;60,67;49,82;18,11;34,03;19,30;83,20;56,09;48,13
2103;initial;45825;30064;0,05;5540;6911;1006;2988;1784;5964;5128;16504;44,59;53,73;7,85;23,69;15,08;47,30;42,12;137,77
2104;serving;45765;27566;0,11;4431;4867;1770;3581;2200;13692;10688;4535;35,66;37,84;13,82;28,39;18,59;108,59;87,79;37,86
2105;committed;45721;31935;0,02;6161;6981;3194;7968;2098;5461;7682;6176;49,58;54,28;24,94;63,17;17,73;43,31;63,10;51,56
2106;planned;45704;33503;0,09;5832;5768;3873;4720;5200;5919;9166;5225;46,94;44,85;30,24;37,42;43,95;46,94;75,29;43,62
2107;stuck;45673;33231;0,03;6041;5266;9254;4127;11013;4850;4097;1024;48,62;40,94;72,25;32,72;93,08;38,46;33,65;8,55
2108;houses;45671;27448;0,05;4580;4754;2517;4361;8784;7423;9104;4148;36,86;36,96;19,65;34,57;74,24;58,87;74,78;34,63
2109;france;45670;21243;0,99;4866;5739;2520;5269;2881;8494;8364;7502;39,16;44,62;19,68;41,77;24,35;67,36;68,70;62,63
2110;brothers;45639;25295;0,25;4186;4937;6855;5644;7133;6717;7462;2705;33,69;38,39;53,52;44,75;60,28;53,27;61,29;22,58
2111;unlike;45638;36398;0,43;6128;6218;1936;3303;4487;8842;6523;8199;49,32;48,35;15,12;26,19;37,92;70,12;53,58;68,44
2112;maintain;45628;33039;0,02;6799;6979;1717;3268;1911;7596;5573;11785;54,72;54,26;13,41;25,91;16,15;60,24;45,78;98,38
2113;fill;45602;34734;0,07;6281;6329;5403;3638;5861;8178;6493;3417;50,55;49,21;42,19;28,84;49,53;64,86;53,33;28,52
2114;findings;45600;19753;0,07;2931;4744;476;1475;359;5200;2768;27647;23,59;36,89;3,72;11,69;3,03;41,24;22,74;230,79
2115;reaction;45544;29992;0,02;6173;6061;2503;10995;3831;5259;4216;6503;49,68;47,13;19,54;87,17;32,38;41,71;34,63;54,29
2116;affect;45528;30277;0,01;6195;7217;1556;5254;1055;5502;4181;14567;49,86;56,11;12,15;41,65;8,92;43,64;34,34;121,60
2117;guilty;45473;24920;0,06;4921;5300;7244;11237;3940;3755;6963;2108;39,60;41,21;56,56;89,09;33,30;29,78;57,19;17,60
2118;pair;45454;30266;0,03;4626;5069;3817;2044;10861;10404;5444;3189;37,23;39,41;29,80;16,20;91,79;82,51;44,72;26,62
2119;super;45431;24288;0,54;8394;6770;6449;5962;1538;5937;9315;1065;67,56;52,64;50,35;47,27;13,00;47,08;76,51;8,89
2120;beauty;45399;27228;0,15;5152;5397;5153;3357;7677;9892;4569;4202;41,46;41,96;40,23;26,61;64,88;78,45;37,53;35,08
2121;holy;45383;21094;0,62;6815;10014;8969;2178;4558;4751;3374;4724;54,85;77,86;70,03;17,27;38,52;37,68;27,71;39,44
2122;constitution;45379;16291;0,70;8583;11336;881;7081;448;3175;5123;8751;69,08;88,14;6,88;56,14;3,79;25,18;42,08;73,05
2123;grown;45333;33973;0,01;5091;5246;3528;3590;8824;7973;7265;3811;40,97;40,79;27,55;28,46;74,58;63,23;59,68;31,81
2124;magic;45296;22995;0,25;6222;6143;9275;3307;7484;5775;4990;2100;50,07;47,76;72,42;26,22;63,25;45,80;40,99;17,53
2125;everywhere;45285;34015;0,09;5734;5641;7461;6207;7619;5811;4476;2334;46,15;43,86;58,26;49,21;64,39;46,09;36,77;19,48
2126;internal;45271;26024;0,12;5052;6051;1965;2760;1901;6027;4981;16533;40,66;47,05;15,34;21,88;16,07;47,80;40,91;138,02
