rank;word;freq;#texts;%caps;blog;web;TVM;spok;fic;mag;news;acad;blogPM;webPM;TVMPM;spokPM;ficPM;magPM;newsPM;acadPM
1;the;50074257;483041;0,11;6272412;7101104;3784652;5769026;6311500;6805845;6582642;7447070;50480,69;55212,83;29550,39;45736,71;53341,69;53975,61;54070,43;62167,47
2;to;25557793;478977;0,02;3579158;3590504;2911924;3427348;2871517;3185583;3013501;2978222;28805,25;27917,05;22736,17;27171,94;24268,65;25264,13;24753,18;24861,93
3;and;24821791;478727;0,09;3211226;3458960;1828166;3325442;3064047;3305598;2995111;3633119;25844,11;26894,26;14274,24;26364,03;25895,82;26215,95;24602,12;30328,95
4;of;23605964;478144;0,01;2952017;3462140;1486604;2678416;2330823;3285187;2893200;4517563;23757,98;26918,99;11607,33;21234,42;19698,97;26054,07;23765,01;37712,21
5;a;21889251;477421;0,05;2783458;2827106;2519099;2716641;2749208;3104298;2959649;2229222;22401,41;21981,44;19669,01;21537,47;23234,95;24619,48;24310,83;18609,35
6;in;16560377;473373;0,08;2003430;2257672;1225718;2020330;1671503;2310522;2355671;2699192;16123,71;17553,96;9570,35;16017,13;14126,72;18324,22;19349,70;22532,61
7;i;14722307;360928;0,99;1967623;1525967;4928393;2283887;2191707;870774;676651;268509;15835,53;11864,77;38480,66;18106,60;18523,23;6905,91;5558,07;2241,49
8;that;13441314;456949;0,09;1902755;1764899;1854227;2646195;1225729;1406472;1271538;1369482;15313,47;13722,52;14477,72;20978,97;10359,26;11154,41;10444,53;11432,31
9;you;12060967;366116;0,20;1226361;1095361;5038208;2235461;1238163;728183;388176;111007;9869,82;8516,70;39338,09;17722,68;10464,34;5775,05;3188,51;926,68
10;it;11111285;445176;0,24;1497546;1349732;2345547;1903543;1414096;1068202;952478;580128;12052,33;10494,50;18313,92;15091,25;11951,24;8471,67;7823,74;4842,86
11;is;10173313;456138;0,03;1705824;1645306;1252167;1616192;592424;1145766;1055305;1138243;13728,56;12792,66;9776,86;12813,13;5006,88;9086,81;8668,37;9501,95
12;for;8498936;459878;0,06;1205470;1211773;858418;972605;774281;1148699;1159494;1168188;9701,68;9421,83;6702,49;7710,79;6543,84;9110,07;9524,19;9751,93
13;on;6901553;453943;0,04;910576;902676;894617;901946;858153;872166;858643;702750;7328,36;7018,53;6985,13;7150,61;7252,69;6916,95;7052,97;5866,49
14;was;6851383;393239;0,01;703849;763301;842344;1017215;1461052;711967;757247;594373;5664,61;5934,85;6576,98;8064,46;12348,09;5646,45;6220,10;4961,77
15;he;6469768;331701;0,30;519982;638937;913045;975180;1671986;652040;871382;227210;4184,84;4967,89;7129,01;7731,21;14130,80;5171,18;7157,61;1896,73
16;with;6444400;447773;0,04;833534;862490;642753;729313;804493;923178;823478;825159;6708,32;6706,07;5018,59;5781,98;6799,18;7321,51;6764,12;6888,35
17;this;5562393;425533;0,21;790920;783523;1051156;1077391;431610;467709;396590;563405;6365,36;6092,08;8207,38;8541,53;3647,76;3709,29;3257,63;4703,25
18;as;5496470;429388;0,10;782086;834439;272854;545544;681769;779480;667097;933186;6294,27;6487,97;2130,43;4325,06;5761,98;6181,88;5479,60;7790,15
19;n't;5312220;355926;0,01;685469;533017;1636148;772040;814995;412789;399929;57833;5516,69;4144,34;12774,97;6120,72;6887,94;3273,74;3285,05;482,78
20;we;5183326;354960;0,32;620207;538912;1239878;1228819;456775;432927;396913;268880;4991,46;4190,17;9680,91;9742,05;3860,44;3433,45;3260,28;2244,59
21;be;5048552;425478;0,02;789735;786987;711520;682273;447629;535685;506605;588114;6355,83;6119,02;5555,52;5409,04;3783,14;4248,40;4161,30;4909,52
22;have;5025573;418627;0,02;781709;687895;820686;879668;423071;503134;522808;406599;6291,23;5348,55;6407,88;6973,99;3575,59;3990,24;4294,39;3394,25
23;are;4985174;414571;0,04;812133;752402;692533;726014;260292;585062;552954;603782;6536,09;5850,11;5407,27;5755,82;2199,86;4639,99;4542,02;5040,32
24;not;4686501;403028;0,07;749760;718188;744086;632900;488208;416417;419597;517330;6034,11;5584,09;5809,79;5017,62;4126,09;3302,51;3446,61;4318,62
25;but;4603799;414960;0,36;659768;598168;590466;729227;658063;547797;524492;295774;5309,85;4650,90;4610,33;5781,30;5561,62;4344,45;4308,23;2469,09
26;at;4526914;427595;0,07;551369;559261;401784;537189;700849;621808;706701;447953;4437,45;4348,39;3137,11;4258,82;5923,23;4931,42;5804,91;3739,47
27;they;4505732;382993;0,23;626522;564648;529448;936150;545087;464448;493996;345427;5042,28;4390,28;4133,91;7421,78;4606,81;3683,43;4057,73;2883,59
28;do;4502940;360770;0,13;578105;469849;1482980;823421;445942;303177;266919;132541;4652,62;3653,19;11579,04;6528,06;3768,88;2404,43;2192,50;1106,44
29;what;3811194;352265;0,34;420023;364039;1228492;719017;435357;262191;220041;161989;3380,37;2830,49;9592,01;5700,35;3679,42;2079,38;1807,44;1352,27
30;his;3762369;312654;0,07;319735;442838;270317;358697;1095737;479667;555894;239482;2573,24;3443,17;2110,62;2843,74;9260,63;3804,13;4566,16;1999,17
31;from;3731282;421744;0,04;455325;513318;271211;428830;485130;544457;513926;519084;3664,48;3991,17;2117,60;3399,75;4100,08;4317,96;4221,44;4333,27
32;by;3453002;409937;0,06;457019;576801;168338;289177;285996;539857;490330;645482;3678,11;4484,77;1314,38;2292,59;2417,10;4281,48;4027,62;5388,43
33;or;3421821;388923;0,05;544483;616034;223007;351198;292018;506415;350841;537824;4382,03;4789,82;1741,23;2784,29;2467,99;4016,26;2881,84;4489,71
34;she;3189351;206684;0,32;181409;217739;483551;354901;1283189;285462;295583;87517;1459,99;1692,97;3775,54;2813,65;10844,88;2263,93;2427,95;730,58
35;my;3107804;258460;0,15;457496;367843;871337;297289;630635;257861;146382;78961;3681,95;2860,07;6803,36;2356,90;5329,82;2045,04;1202,40;659,16
36;all;3097696;379724;0,15;437153;420714;634105;478844;379120;288662;235363;223729;3518,23;3271,15;4951,06;3796,26;3204,14;2289,31;1933,29;1867,67
37;an;3061527;407853;0,05;402015;443495;243068;331227;302807;455915;427626;455374;3235,44;3448,28;1897,86;2625,96;2559,18;3615,76;3512,56;3801,42
38;there;2914456;358836;0,27;370380;333875;539743;634874;356634;250737;256654;171553;2980,84;2595,96;4214,29;5033,27;3014,09;1988,54;2108,18;1432,11
39;so;2902801;354359;0,31;417673;356259;613451;605004;339823;257331;192158;121089;3361,45;2770,00;4789,80;4796,46;2872,02;2040,83;1578,40;1010,84
40;her;2892425;204651;0,05;175586;223626;363361;255255;1226525;280747;250165;117132;1413,13;1738,75;2837,11;2023,66;10365,99;2226,54;2054,88;977,81
41;about;2891703;375297;0,03;414520;352756;462194;562101;293084;310978;307903;188151;3336,08;2742,76;3608,79;4456,32;2477,00;2466,30;2529,14;1570,67
42;me;2851610;236169;0,03;270398;237903;1106431;297466;496773;154869;99970;43813;2176,18;1849,75;8638,96;2358,30;4198,48;1228,23;821,16;365,75
43;one;2818942;385749;0,13;369418;374143;387646;378585;379899;354731;301023;273491;2973,10;2909,05;3026,72;3001,41;3210,72;2813,29;2472,63;2283,08
44;had;2724328;318991;0,01;241746;277426;225847;322760;832592;312731;298015;213207;1945,58;2157,06;1763,40;2558,83;7036,66;2480,20;2447,92;1779,83
45;if;2710989;359865;0,33;465487;429572;428171;386974;327640;289616;226059;157468;3746,26;3340,03;3343,14;3067,92;2769,05;2296,88;1856,87;1314,53
46;your;2578275;261440;0,09;408253;381611;795165;283254;233545;340910;95954;39582;3285,64;2967,12;6208,61;2245,63;1973,81;2703,68;788,18;330,43
47;can;2531671;359362;0,06;394224;375832;458816;318315;177474;330261;212943;263801;3172,74;2922,19;3582,41;2523,59;1499,92;2619,22;1749,13;2202,19
48;who;2510945;360774;0,08;348299;339749;278207;377303;234861;306928;406239;219047;2803,13;2641,63;2172,23;2991,25;1984,93;2434,18;3336,88;1828,58
49;no;2488975;324320;0,37;259768;249370;799413;295663;312970;190945;190094;155820;2090,63;1938,91;6241,78;2344,01;2645,07;1514,34;1561,45;1300,77
50;out;2467523;360527;0,02;309966;278564;487103;361922;432820;263218;235226;98687;2494,62;2165,90;3803,28;2869,31;3657,98;2087,52;1932,17;823,83
51;has;2444447;378527;0,01;363153;359037;158561;369628;119993;348997;451169;273909;2922,67;2791,60;1238,04;2930,40;1014,12;2767,82;3705,94;2286,57
52;their;2417362;352525;0,03;357127;354298;100725;252514;253076;346892;321785;430940;2874,18;2754,75;786,46;2001,93;2138,87;2751,12;2643,17;3597,45
53;were;2382804;320360;0,01;230794;262635;246283;334259;371754;254252;255556;427268;1857,44;2042,05;1922,97;2650,00;3141,88;2016,41;2099,16;3566,80
54;like;2368863;330034;0,06;322000;262414;542920;375274;366840;236416;183695;79260;2591,47;2040,33;4239,09;2975,16;3100,35;1874,96;1508,89;661,66
55;just;2352138;327756;0,12;321248;258377;674758;431434;256890;189880;166394;53140;2585,42;2008,94;5268,48;3420,40;2171,11;1505,90;1366,78;443,61
56;would;2350385;326704;0,03;363556;321872;285361;346140;366798;231666;247206;187779;2925,92;2502,63;2228,09;2744,19;3100,00;1837,29;2030,57;1567,56
57;up;2333666;355751;0,02;281364;255897;457691;312824;433740;276496;235977;79635;2264,43;1989,66;3573,63;2480,06;3665,76;2192,83;1938,34;664,79
58;when;2320759;368117;0,24;310987;317161;260475;331287;332806;315328;273228;179482;2502,84;2466,00;2033,78;2626,44;2812,71;2500,79;2244,32;1498,30
59;more;2288032;377707;0,05;355084;343201;169853;272603;191082;350652;309413;296128;2857,73;2668,47;1326,20;2161,19;1614,93;2780,94;2541,55;2472,05
60;will;2264384;352734;0,04;421762;394783;255657;298083;140146;265964;312990;174962;3394,36;3069,53;1996,16;2363,20;1184,44;2109,30;2570,93;1460,57
61;know;2112737;254608;0,02;187988;159284;771349;567926;219252;91271;80254;35400;1512,94;1238,47;6022,66;4502,50;1853,01;723,85;659,21;295,52
62;said;2052406;265061;0,01;167767;193913;145217;234002;506610;137300;627745;39847;1350,20;1507,72;1133,85;1855,16;4281,62;1088,90;5156,36;332,64
63;did;1890945;274642;0,09;192373;174158;489971;333645;340882;132499;140090;87321;1548,23;1354,12;3825,67;2645,13;2880,97;1050,82;1150,71;728,95
64;been;1874778;341143;0,01;234276;234265;220060;301197;263903;203329;228578;189169;1885,47;1821,47;1718,22;2387,88;2230,38;1612,56;1877,56;1579,17
65;people;1784509;291630;0,08;318161;268090;158089;426648;114096;184571;206897;107953;2560,58;2084,47;1234,35;3382,46;964,28;1463,79;1699,47;901,18
66;get;1744578;290356;0,09;235067;190339;549997;283341;173655;145450;137712;29016;1891,83;1479,93;4294,35;2246,32;1467,65;1153,53;1131,18;242,22
67;him;1719620;212926;0,02;130872;179756;388079;206439;485387;137123;147893;44062;1053,26;1397,65;3030,10;1636,64;4102,25;1087,49;1214,81;367,83
68;time;1701102;337358;0,04;241590;233929;256733;230871;214920;201559;173252;148232;1944,33;1818,86;2004,56;1830,34;1816,40;1598,52;1423,11;1237,43
69;them;1693142;309036;0,01;240549;235380;213556;248538;279747;192482;161378;121507;1935,95;1830,14;1667,44;1970,40;2364,28;1526,53;1325,57;1014,33
70;some;1686328;334173;0,12;248173;224963;221422;281209;169844;195711;190157;154847;1997,31;1749,14;1728,85;2229,42;1435,44;1552,14;1561,97;1292,65
71;how;1667534;305542;0,29;241809;213879;367514;253234;190298;161442;120424;118929;1946,09;1662,96;2869,53;2007,63;1608,31;1280,36;989,17;992,81
72;now;1655217;301934;0,26;178320;159218;387920;372892;211866;146195;142717;56065;1435,13;1237,96;3028,86;2956,28;1790,59;1159,44;1172,29;468,03
73;which;1614076;331123;0,04;230175;288617;65468;168617;127259;234934;196287;302719;1852,46;2244,07;511,17;1336,79;1075,53;1863,21;1612,32;2527,07
74;could;1530721;295560;0,03;172951;166140;248289;180500;333421;164594;152763;112061;1391,92;1291,78;1938,63;1431,00;2817,91;1305,36;1254,81;935,48
75;think;1493360;238527;0,03;213016;153798;345470;458285;126524;79684;87313;29264;1714,36;1195,82;2697,41;3633,27;1069,32;631,96;717,20;244,29
76;than;1476213;329762;0,01;219363;214763;98989;145451;138061;239855;206642;213081;1765,44;1669,84;772,90;1153,13;1166,82;1902,24;1697,38;1778,78
77;our;1468290;266038;0,10;240112;216460;197948;243646;132598;185263;126845;125417;1932,43;1683,03;1545,57;1931,62;1120,65;1469,28;1041,92;1046,97
78;into;1461816;320750;0,01;166362;180584;116756;148250;307485;226799;171402;144177;1338,89;1404,09;911,63;1175,32;2598,71;1798,69;1407,91;1203,58
79;other;1454666;328181;0,05;210079;226123;97334;171737;148038;194270;179743;227335;1690,73;1758,16;759,98;1361,53;1251,14;1540,71;1476,43;1897,77
80;right;1444817;237549;0,12;127497;112211;518836;349109;139933;88638;70510;38046;1026,10;872,47;4051,05;2767,73;1182,64;702,97;579,18;317,60
81;here;1414885;241649;0,15;129406;109441;550238;279331;154553;71737;82150;38000;1041,47;850,93;4296,23;2214,53;1306,21;568,93;674,79;317,22
82;well;1388889;268155;0,49;137201;121911;396426;365208;109215;95793;73048;90074;1104,20;947,89;3095,28;2895,36;923,03;759,71;600,02;751,93
83;new;1371340;312596;0,36;165435;178500;94336;193136;87492;242774;237092;172568;1331,43;1387,88;736,57;1531,18;739,44;1925,39;1947,50;1440,58
84;then;1350288;280835;0,21;172618;171505;192896;183668;292617;149272;105989;81708;1389,24;1333,49;1506,12;1456,12;2473,05;1183,84;870,60;682,09
85;because;1346956;289948;0,14;218298;187292;152244;286689;103038;135496;136854;126999;1756,87;1456,24;1188,71;2272,86;870,83;1074,59;1124,13;1060,18
86;go;1262075;243772;0,11;123413;109143;470617;223473;142134;85578;83661;24054;993,23;848,61;3674,56;1771,69;1201,25;678,70;687,20;200,80
87;see;1258974;264511;0,11;157494;146257;298028;190559;170694;106363;80130;109448;1267,52;1137,18;2326,99;1510,75;1442,62;843,54;658,20;913,66
88;back;1254771;260967;0,04;126143;117969;257954;207729;289494;116183;108664;30602;1015,21;917,24;2014,09;1646,87;2446,66;921,42;892,58;255,46
89;only;1231337;305896;0,07;188459;189407;129602;106657;163122;162924;134832;156334;1516,73;1472,69;1011,93;845,57;1378,63;1292,11;1107,52;1305,06
90;these;1223774;273207;0,19;160365;169946;124598;206979;67187;153036;85783;255880;1290,63;1321,37;972,86;1640,92;567,83;1213,69;704,63;2136,06
91;over;1223233;302519;0,05;150165;146279;158077;154712;216137;156109;143685;98058;1208,54;1137,36;1234,26;1226,55;1826,68;1238,06;1180,24;818,58
92;going;1223128;231711;0,02;133524;103888;259866;417628;119207;73629;98060;17321;1074,61;807,75;2029,02;3310,95;1007,48;583,93;805,47;144,59
93;us;1161894;233397;0,12;168657;145594;228509;231244;123322;95823;86976;57798;1357,36;1132,03;1784,19;1833,30;1042,26;759,95;714,43;482,49
94;also;1143161;311325;0,07;187544;191066;31342;136847;43821;174490;164622;213429;1509,36;1485,59;244,72;1084,92;370,35;1383,84;1352,22;1781,69
95;two;1141705;297927;0,10;114091;129782;134062;144406;145923;157102;179360;136978;918,21;1009,09;1046,75;1144,85;1233,27;1245,94;1473,28;1143,48
96;first;1140093;304260;0,12;141580;155167;109131;158516;119705;160870;169633;125491;1139,44;1206,46;852,09;1256,71;1011,69;1275,82;1393,38;1047,59
97;its;1139557;259590;0,05;132788;162968;24894;89423;106825;217022;197429;208207;1068,68;1267,12;194,37;708,94;902,83;1721,15;1621,70;1738,09
98;even;1135249;290209;0,15;189441;164487;119078;124893;164159;155905;116315;100948;1524,63;1278,93;929,76;990,15;1387,39;1236,45;955,42;842,70
99;good;1130894;253220;0,17;153215;129345;308612;184842;116372;101655;90783;46028;1233,08;1005,69;2409,63;1465,42;983,52;806,20;745,70;384,24
100;way;1125106;281904;0,03;168222;152424;181330;168718;158354;125408;99170;71469;1353,86;1185,13;1415,82;1337,59;1338,33;994,58;814,59;596,62
101;where;1098671;273984;0,17;127921;125205;220237;163784;147920;118998;116927;77676;1029,51;973,50;1719,60;1298,48;1250,15;943,75;960,45;648,43
102;after;1086427;302141;0,22;130136;148764;85297;130847;144751;160089;189113;97417;1047,34;1156,68;666,00;1037,35;1223,36;1269,63;1553,39;813,23
103;want;1084605;227784;0,03;140018;116819;330357;208107;111460;78546;77473;21795;1126,87;908,30;2579,41;1649,87;942,01;622,93;636,37;181,94
104;got;1060448;187445;0,05;75346;64913;472491;183454;132746;57436;65628;8424;606,39;504,71;3689,19;1454,42;1121,90;455,51;539,07;70,32
105;very;1038312;245727;0,05;148236;133110;137360;307630;81140;87647;77004;66174;1193,01;1034,96;1072,50;2438,88;685,76;695,11;632,52;552,41
106;years;1033075;277173;0,02;137020;132216;79749;155011;90595;159901;180851;97729;1102,74;1028,01;622,68;1228,92;765,66;1268,14;1485,53;815,83
107;make;1028279;283337;0,05;168129;149307;174332;138051;97593;131430;105560;63869;1353,11;1160,90;1361,18;1094,47;824,81;1042,34;867,08;533,17
108;any;997954;269459;0,06;171328;177921;128599;130920;99810;106778;90465;92132;1378,86;1383,38;1004,10;1037,93;843,54;846,83;743,09;769,11
109;most;997538;291992;0,12;155375;155055;47818;105691;65997;177684;139947;149967;1250,47;1205,59;373,36;837,92;557,77;1409,17;1149,54;1251,91
110;say;969302;228159;0,03;116123;103067;192046;244869;113953;71964;101287;25987;934,56;801,37;1499,49;1941,32;963,07;570,73;831,98;216,94
111;much;966838;272705;0,03;161214;135354;118314;165874;104422;115529;96758;69365;1297,46;1052,41;923,79;1315,05;882,52;916,23;794,78;579,05
112;does;965529;249642;0,08;169196;147356;162805;160715;81122;94028;84023;66283;1361,70;1145,73;1271,17;1274,14;685,60;745,71;690,17;553,32
113;those;964825;268999;0,10;153397;139778;95978;155440;81456;108978;107872;121924;1234,55;1086,81;749,39;1232,32;688,43;864,28;886,07;1017,81
114;down;923964;237893;0,03;92024;92050;183376;118380;226225;100850;84972;25956;740,61;715,71;1431,79;938,51;1911,94;799,82;697,97;216,68
115;should;921238;236528;0,05;154030;147730;156138;118361;74684;88447;78365;103482;1239,64;1148,64;1219,12;938,36;631,19;701,45;643,70;863,86
116;come;912579;217480;0,25;73082;71957;367073;132086;115477;63403;60858;28637;588,17;559,48;2866,09;1047,17;975,95;502,83;499,89;239,06
117;many;904040;270146;0,11;154411;145128;46029;113613;54804;136508;128828;124718;1242,71;1128,41;359,39;900,72;463,18;1082,61;1058,21;1041,13
118;really;896684;205897;0,08;143424;106301;223786;223313;68808;60159;55769;15118;1154,28;826,52;1747,31;1770,42;581,53;477,11;458,09;126,20
119;take;864423;250049;0,10;110790;103126;215798;132436;93813;88439;77274;42747;891,64;801,83;1684,94;1049,95;792,86;701,39;634,74;356,85
120;may;847033;239951;0,13;113353;154125;55839;84136;31970;130916;94878;181816;912,27;1198,36;435,99;667,03;270,19;1038,27;779,34;1517,78
121;through;841291;255681;0,04;93477;104342;73065;89593;150368;114497;103637;112309;752,31;811,28;570,49;710,29;1270,84;908,05;851,28;937,55
122;says;838601;169829;0,02;50508;54151;38863;112067;76347;247393;227516;31756;406,49;421,04;303,44;888,46;645,25;1962,02;1868,84;265,10
123;why;833752;196901;0,42;114668;93905;265457;129092;100451;56641;43865;29668;922,85;730,13;2072,68;1023,44;848,96;449,21;360,31;247,67
124;before;822638;262950;0,08;97710;108197;99602;98006;149399;107245;106800;55675;786,38;841,26;777,69;776,99;1262,65;850,54;877,27;464,77
125;work;813563;233539;0,03;123067;117431;106235;86492;70335;109362;92434;108191;990,45;913,05;829,48;685,71;594,44;867,33;759,26;903,17
126;still;791726;248060;0,09;114078;98830;108077;103542;132143;98006;91694;45355;918,11;768,43;843,86;820,88;1116,81;777,26;753,18;378,62
127;look;776545;201470;0,23;77983;66041;248937;140038;112033;65890;46410;19209;627,61;513,49;1943,69;1110,22;946,85;522,56;381,22;160,36
128;something;775164;203631;0,06;103592;84692;192091;130480;129288;60098;50863;24049;833,71;658,50;1499,84;1034,44;1092,68;476,62;417,79;200,76
129;too;772471;224248;0,05;107248;90247;160376;82049;143233;86219;68109;34977;863,14;701,69;1252,21;650,48;1210,53;683,78;559,45;291,98
130;need;757323;213971;0,02;118836;102072;201453;83013;60004;74207;54265;63473;956,40;793,63;1572,94;658,13;507,12;588,52;445,74;529,87
131;let;755919;173873;0,40;67239;61703;295017;149676;93244;44001;32363;12647;541,14;479,76;2303,48;1186,63;788,05;348,96;265,83;105,58
132;little;754281;215885;0,07;79609;74303;178292;120587;128145;73588;62827;36919;640,70;577,72;1392,10;956,01;1083,02;583,61;516,07;308,20
133;being;750860;241524;0,04;142711;128044;67064;115367;65227;77578;79570;75299;1148,55;995,57;523,63;914,63;551,27;615,25;653,60;628,59
134;off;746574;226466;0,02;88218;79422;144655;82084;154544;92795;84586;20260;709,98;617,53;1129,46;650,76;1306,13;735,94;694,80;169,13
135;day;745652;225702;0,12;94506;93622;105668;109459;118967;95129;93673;34623;760,59;727,93;825,05;867,79;1005,45;754,45;769,44;289,03
136;never;744977;209262;0,07;97115;91018;165477;88334;133359;74039;66749;28876;781,59;707,69;1292,04;700,31;1127,08;587,19;548,28;241,05
137;man;744608;155404;0,14;56434;75044;224004;92582;161885;54381;53244;27002;454,18;583,49;1749,01;733,99;1368,17;431,28;437,35;225,41
138;last;741851;250969;0,10;91331;84285;92755;111733;80696;90717;160633;29696;735,04;655,34;724,23;885,82;682,00;719,46;1319,45;247,90
139;life;720517;198930;0,07;96458;104459;107806;88137;86246;97781;69423;70190;776,30;812,19;841,74;698,75;728,91;775,48;570,25;585,94
140;such;719903;220959;0,07;92350;123719;33532;35715;48295;113497;87804;184991;743,24;961,95;261,82;283,15;408,17;900,12;721,23;1544,29
141;world;716009;206978;0,19;106097;115187;62673;89732;58169;105182;87215;91753;853,87;895,61;489,35;711,39;491,62;834,17;716,39;765,95
142;made;707189;240401;0,01;90324;97112;74612;86037;113475;91909;87573;66140;726,93;755,07;582,57;682,10;959,03;728,91;719,33;552,13
143;yeah;705657;69371;0,83;13696;12144;484277;161406;25895;4474;3227;521;110,23;94,42;3781,21;1279,62;218,85;35,48;26,51;4,35
144;year;698546;227684;0,04;100390;91846;36665;89953;36188;114100;178734;50666;807,94;714,13;286,28;713,15;305,84;904,90;1468,14;422,96
145;oh;687523;91542;0,93;23097;21728;476824;96064;50912;9314;6655;2917;185,89;168,94;3723,02;761,59;430,28;73,87;54,66;24,35
146;while;662786;249646;0,24;104807;104360;43427;43390;83626;104455;89488;89222;843,49;811,42;339,08;343,99;706,77;828,41;735,06;744,82
147;around;643386;220581;0,02;78913;71049;89311;79053;144280;84042;65830;30907;635,10;552,42;697,34;626,73;1219,38;666,52;540,73;258,01
148;things;631286;198821;0,05;109681;94828;86990;132615;73372;57668;52188;23944;882,72;737,31;679,21;1051,37;620,10;457,35;428,68;199,88
149;own;611007;212434;0,01;93053;91956;59561;65248;83153;84596;61648;71791;748,90;714,98;465,05;517,28;702,77;670,91;506,38;599,30
150;same;597472;216187;0,03;104781;102576;55351;66968;62061;73543;59279;72911;843,28;797,55;432,18;530,92;524,51;583,25;486,92;608,65
151;another;596268;227597;0,14;77445;80144;63035;72821;88507;79158;74284;60873;623,28;623,14;492,17;577,32;748,02;627,78;610,18;508,16
152;ca;589387;165225;0,08;74450;58789;216401;75365;67872;44213;40144;12151;599,18;457,10;1689,65;597,49;573,62;350,64;329,75;101,44
153;long;584290;214632;0,06;74635;70773;79824;66073;113028;76991;64054;38904;600,67;550,28;623,26;523,83;955,26;610,60;526,15;324,77
154;both;583170;213089;0,11;77708;83814;41175;63698;55912;76558;62483;121817;625,40;651,67;321,49;505,00;472,54;607,16;513,24;1016,92
155;use;578271;190481;0,05;92612;105030;43479;44563;26403;88058;51715;126410;745,35;816,63;339,48;353,29;223,15;698,37;424,79;1055,26
156;state;577192;151388;0,30;78287;89207;15004;71533;14523;58393;145812;104433;630,06;693,61;117,15;567,11;122,74;463,10;1197,71;871,80
157;thing;572447;176242;0,02;84482;65477;140358;118201;71289;43048;37934;11650;679,92;509,10;1095,91;937,09;602,50;341,40;311,59;97,25
158;three;571943;216157;0,10;47327;60168;65580;70285;67895;85366;101941;73379;380,89;467,82;512,05;557,22;573,82;677,02;837,35;612,56
159;between;570995;196695;0,03;61775;76605;23832;46281;53283;76031;59600;173579;497,17;595,62;186,08;366,91;450,32;602,98;489,56;1449,02
160;every;569326;212478;0,13;89117;85465;72300;76446;71082;78421;63856;32631;717,22;664,51;564,52;606,06;600,75;621,94;524,52;272,40
161;great;565204;191579;0,16;90759;84690;107836;91474;42991;63407;49523;34522;730,43;658,49;841,98;725,20;363,34;502,87;406,79;288,19
162;home;559792;184143;0,06;57391;57442;93913;65594;80860;77236;94878;32471;461,89;446,63;733,27;520,03;683,39;612,54;779,34;271,07
163;each;545542;195409;0,10;61405;78846;34272;34185;68749;91848;62620;113617;494,19;613,05;267,59;271,02;581,03;728,43;514,37;948,46
164;yes;538553;115735;0,76;42648;32991;203062;164678;59793;15824;12961;6573;343,23;256,51;1585,50;1305,56;505,34;125,50;106,46;54,87
165;lot;535976;178818;0,01;79624;57402;77430;165288;38487;47547;61055;9139;640,82;446,31;604,57;1310,40;325,27;377,08;501,51;76,29
166;again;531787;177504;0,07;64228;63392;94123;84105;121414;42519;37948;24046;516,91;492,89;734,91;666,78;1026,13;337,21;311,71;200,73
167;tell;530442;145647;0,13;44862;43012;197563;91539;88212;31199;24073;9980;361,05;334,43;1542,56;725,72;745,52;247,43;197,74;83,31
168;help;528145;191480;0,06;69502;67920;122221;57436;48761;64447;55312;42539;559,36;528,09;954,30;455,35;412,10;511,11;454,34;355,11
169;president;527770;114774;0,50;51819;61070;17532;218760;9927;50360;91704;26595;417,04;474,83;136,89;1734,32;83,90;399,39;753,27;222,01
170;school;527246;129644;0,17;53448;54237;45029;47755;44537;51278;107396;123561;430,15;421,71;351,58;378,60;376,40;406,67;882,16;1031,48
171;might;526015;193276;0,02;73678;69923;64116;58390;79814;66354;52496;61240;592,96;543,67;500,61;462,91;674,55;526,24;431,21;511,23
172;am;521882;132776;0,10;125617;102785;125818;41379;51619;25205;22030;19490;1010,97;799,18;982,38;328,05;436,26;199,90;180,96;162,70
173;mean;515919;132313;0,02;42401;35975;169109;158685;42906;19268;14337;33237;341,25;279,71;1320,40;1258,05;362,62;152,81;117,77;277,46
174;find;514119;193341;0,04;79128;73834;108174;59118;58318;61718;42731;31097;636,83;574,08;844,62;468,69;492,88;489,47;351,00;259,59
175;mr;514094;76543;0,99;21892;33632;101592;135290;46893;12165;123419;7934;176,19;261,50;793,23;1072,58;396,32;96,48;1013,78;66,23
176;house;501127;140012;0,40;44025;51491;65689;99231;90295;58437;73399;18544;354,32;400,36;512,90;786,70;763,13;463,45;602,91;154,80
177;put;500473;189214;0,07;62475;56825;100154;86548;72544;51892;49956;20074;502,80;441,83;782,00;686,15;613,11;411,54;410,34;167,58
178;love;497040;136236;0,11;77919;75001;139107;59496;51469;47047;31939;15055;627,10;583,15;1086,14;471,68;434,99;373,12;262,35;125,68
179;better;495677;191357;0,05;85213;69915;90950;52218;50675;60112;51029;35532;685,80;543,61;710,13;413,98;428,28;476,73;419,16;296,62
180;since;495145;211440;0,19;79780;77121;40106;44944;50342;68984;80297;53567;642,07;599,63;313,15;356,32;425,47;547,10;659,57;447,17
181;always;493167;182110;0,04;74084;64940;82833;63841;80904;55176;44267;27118;596,23;504,92;646,76;506,13;683,76;437,59;363,61;226,38
182;next;488954;200494;0,10;61130;56621;60489;85258;71549;63261;66155;24472;491,98;440,24;472,30;675,92;604,70;501,71;543,40;204,29
183;used;487179;183534;0,01;62207;74594;46038;44310;42565;61858;48902;106703;500,65;579,99;359,46;351,29;359,74;490,58;401,69;890,75
